id,respondido_en,2_edad,3_sexo,4_alcaldia_de_residencia,5_colonia_de_residencia,6_cual_es_tu_medio_de_transporte_mas_comun,7_estas_de_acuerdo_en_que_se_realice_la_ampliacion_de_la_linea_3_del_metrobus,8_si_respondiste_si_que_recomendaciones_harias_para_minimizar_las_afectaciones,9_si_respondiste_parcialmente_cuales_son_las_consideraciones_que_deberian_tomarse_en_cuenta_para_que,10_si_respondiste_no_queremos_conocer_tus_argumentos,11_te_beneficia_la_ampliacion_de_la_linea_3_del_metrobus
410,2019-11-08T03:09:38+00:00,66.0,M,Gustavo A. Madero,Industrial,Vehículo particular,Sí,Efectuar las obras exclusivamente de las 24:00 hr a las 5:00 hr del día siguiente.,,,Sí
411,2019-11-07T15:50:57+00:00,30.0,M,Gustavo A. Madero,industrial,Transporte público,Sí,,,,Sí
412,2019-11-12T16:10:38+00:00,39.0,M,Iztacalco,Granjas México,Transporte público,Sí,"Realizar las obras lo más eficiente y pronto posible, para no afectar a la ciudadanía que transita por esa zona, trabajar por las noches de ser posible, además de respetar los árboles que en caso de interferir sean reinstalados.",,,Sí
413,2019-11-11T21:41:42+00:00,56.0,M,Iztacalco,AGRICOLA ORIENTAL,Transporte público,No,,,"Considero que reducir los carriles de la avenida Cuauhtémoc perjudicaría bastante el transito vehicular, ya de por si caótico de la zona. Además esa zona es muy accesible usando otros medios de transporte como lo es el metro",No
414,2019-11-11T17:23:00+00:00,51.0,M,Iztacalco,Agrícola oriental,Transporte público,Sí,"Mejorar los accesos y torniquetes al metrobus, aquí es donde debe haber buena movilidad de circulación peatonal, buena señalización en los cruces de calles",,,Sí
415,2019-11-10T04:44:45+00:00,18.0,M,Iztacalco,Agrícola Pantitlán,Transporte público,Sí,"Recomiendo reforestar la avenida y dotar de infraestructura vial adecuada para mitigar el efecto visual, podría complementarse con un cameñon pequeño en el centro de los carriles. 

En tanto a los trabajos de ampliación, recomiendo liberar de autos estacionados las alternativas viales mientras se realiza la obra para brindar fluidez en el tránsito de vehículos.",,,Sí
416,2019-11-08T21:45:05+00:00,22.0,M,Iztacalco,Pantitlan,Transporte público,Sí,Instalar semáforos bien sincronizados,,,Sí
417,2019-11-08T20:07:06+00:00,27.0,M,Iztacalco,Agricola Oriental,"Bicicleta, Transporte público",Sí,Realizar Obra de forma parcial para evitar afectar las vialidades.,,,Sí
418,2019-11-08T01:41:49+00:00,22.0,M,Iztacalco,Infonavit Iztacalco,Transporte público,Sí,"Que la construcción no sea durante las horas pico, es decir en la entrada y salida de los trabajadores.",Que las paradas sean estratégicas y la construcción no afecte del todo el tránsito diario.,,Sí
419,2019-11-13T20:47:59+00:00,31.0,M,Iztapalapa,Barrio San Miguel,Vehículo particular,Sí,"En la manera de lo posible, hacer obras con maquinaria que estorbe, por las noches.",,,Sí
420,2019-11-12T16:55:13+00:00,28.0,F,Iztapalapa,Cerro de la Estrella,"Bicicleta, Transporte público",Sí,Colocar cruces peatonales a nivel de piso,,,Sí
421,2019-11-11T02:48:42+00:00,32.0,M,Iztapalapa,El Manto,Transporte público,No,,,"Considero que el Metrobús, no es un sistema de transporte público eficiente. 
Dicho medio de transporte es terrible como usuario, el calor es insoportable y no es garantía para ahorrar tiempo para trasladarse.",No
422,2019-11-11T14:45:46+00:00,27.0,F,Iztapalapa,Zacahuitzco,Transporte público,Sí,"Tendrá conección con diferentes estaciones de metro, lo cual ayudará a evitar tanto caos encierras estaciones, así mismo podrá brindar un transporte más inmediato a las personas que van al hospital se xoco. Pienso que es una excelente idea que quieran alargar esa línea de metrobus. 
Principalmente para minimizar sería menos uso de automóvil, realmente va una sola persona por carro, cuando esas personas bien podrían ir en algún transporte y así evitar caos, pero sabemos que eso no es posible, y podría ser tomar alguna ruta o avenida más grande y no tomar calles pequeñas para no dejar un solo carril como vía para los carros. 
Igual me gustaría proponer un metrobus que pasara por eje 6 hasta Santa Martha Acatitla, ya que las rutas de camiones son muy inseguras y las personas lo toman diario por necesidad, sufriendo las consecuencias de asaltos y percances que los ponen en peligro.",,,Sí
423,2019-11-11T15:33:30+00:00,27.0,M,Iztapalapa,El Triunfo,"A pie, Transporte público",Sí,"Que las obras se hagan lo mas rápido posible, ya que es una avenida con alto flujo vehicular y eso seria un punto en contra.
Como la ampliacion de la ruta 5 del metrobus",,,Sí
424,2019-11-09T23:45:45+00:00,68.0,M,Iztapalapa,Héroes de Churubusco,Vehículo particular,No,,,Debido a que ya existe el metro en ese tramo de Cuauhtémoc sería mejor eficientar la Ruta de camiones que llegan hasta CU y que estos tomen  su ruta hasta rio Churubusco,No
425,2019-11-09T23:05:50+00:00,28.0,F,Iztapalapa,Reforma politica,"Transporte público, Vehículo particular",Sí,Trabajos en la noche y fines de semana todo el día,,,Sí
426,2019-11-09T05:23:15+00:00,34.0,M,Iztapalapa,Ejército de Oriente,"Transporte público, Vehículo particular",Sí,"-Trabajar de noche
-Asignar recursos dedicados
-Ejecutar la construcción durante el periodo vacacional de la SEP y Educación Media y Superior",,,Sí
427,2019-11-08T18:25:53+00:00,33.0,M,Iztapalapa,Santa Cruz Meyehualco,"Bicicleta, Transporte público",Sí,Tomar en cuenta un espacio para ciclistas y hacer que se respete el reglamento de tránsito.,,,Sí
428,2019-11-08T18:20:57+00:00,24.0,M,Iztapalapa,El Vergel,Transporte público,Sí,"Que no se afecte ningún árbol,concentrando la construcción en los carriles centrales de Av. Cuauhtemoc y Av. México Coyoacán, debido a que la colonia Xoco ya se encuentra impactada por la construcción de Mitikah.",,,No
429,2019-11-07T18:15:39+00:00,26.0,Prefiero no decir,Iztapalapa,Citlalli,Transporte público,Sí,,,,Sí
430,2019-11-07T18:12:14+00:00,31.0,M,Iztapalapa,San Andrés Tetepilco,Bicicleta,Parcialmente,,"Es importante perseguir  e implementar el concepto de calle completa en conjunto con la línea del metrobús. Esto contemplaría el diseño y habilitación de una ciclovía que recorra paralela los carriles del transporte público.  
Completamente a favor del metrobus en conjunto con una ciclovía y mejores espacios peatonales así como cruces seguros para ellos.",,Sí
431,2019-11-13T16:20:34+00:00,47.0,"F, M","Iztapalapa, Benito Juárez",SANTA MARIA AZTAHUACAN,Vehículo particular,No,,,CAOS VIAL MAS GRAVE DE LO QUE YA ES. NO CONFÍO EN SUS CONSTRUCCIONES NI EN LOS TIEMPOS DE ENTREGA,No
432,2019-11-14T03:02:58+00:00,36.0,M,Miguel Hidalgo,Escandón,Transporte público,Sí,Para mínimo se requiere más información sobre rutas alternas y policía de tránsito para el apoyo en lo que la gente se acostumbra,"Autobuses ecológicos/eléctricos, estaciones/paradas de metrobus bien hechas, funcionales y sin tanta publicidad que se ven horribles y obvio, seguridad, policías y cameras",,No
433,2019-11-13T17:57:18+00:00,50.0,M,Miguel Hidalgo,Nextitla,"Bicicleta, Transporte público",Sí,"Debido la reducción de carriles para autos y transporte concesionado, es importante o desable se considere una carril confinado para bicicletas.",,,Sí
434,2019-11-13T02:35:19+00:00,18.0,M,Miguel Hidalgo,Escandón,A pie,Sí,Hacerla por partes y eficientemente.,,,Sí
435,2019-11-11T22:17:12+00:00,39.0,M,Miguel Hidalgo,san miguel chapultepec,Bicicleta,Sí,"hacer cruces seguros para los peatones
zonas arboladas y bien alumbradas",,,Sí
436,2019-11-10T23:34:37+00:00,60.0,F,Miguel Hidalgo,Escandón,Taxi,No,,,"Porque de por si se han reducido las avenidas y se hace mucho más difícil transitar y en las av donde hay Metrobús es un caos el tráfico , antes av Cuauhtémoc era más fluida pero a partir de que hicieron en esa parte el Metrobús ah sido un caos , por favor dejen en paz esa parte de Cuauhtémoc que es más fluido 🙏🏻🙏🏻🙏🏻",No
437,2019-11-10T10:30:26+00:00,27.0,M,Miguel Hidalgo,Escandón,Bicicleta,Sí,Más líneas de METRO. Construcciones 24 horas para terminar el proceso más rápido.,,,Sí
438,2019-11-09T22:20:32+00:00,27.0,F,Miguel Hidalgo,Escandón,Transporte público,Sí,,,,Sí
439,2019-11-08T05:37:38+00:00,31.0,M,Miguel Hidalgo,Lomas de San Isidro,Bicicleta,Sí,"Debe contemplarse que la vía sea segura para las usuarias más vulnerables (peatonas y ciclistas): instalar cruces peatonales seguros -con semáforos, balizamiento y sobre las líneas de deseo-, y que se contemplen carriles con el ancho suficiente para que transiten vehículos de grandes dimensiones; además, a la extrema derecha debe existir un “bufer” o  el espacio de holgura suficiente para que transiten otros vehículos (no motorizados)",,,Sí
440,2019-11-08T07:28:36+00:00,17.0,F,Miguel Hidalgo,San Miguel Chapultepec,Transporte público,Sí,"Realizar el trabajo con eficiencia y rapidez, buscando los mejores horarios para evitar tráfico.",,,Sí
441,2019-11-08T04:30:53+00:00,31.0,M,Miguel Hidalgo,San Miguel Chapultepec,Bicicleta,Sí,Trabajar día y noche hasta completar la obra.,,,Sí
442,2019-11-07T23:56:09+00:00,35.0,M,Miguel Hidalgo,Popotla,Bicicleta,Sí,Trabajar por la noche o madrugada,,,No
443,2019-11-07T23:25:18+00:00,18.0,F,Miguel Hidalgo,Residencial Militar,Vehículo particular,Sí,"Que haya una buena organización al momento de realizar la ampliación, ya que muchas veces no se tiene conocimiento, lo que genera desorden vehicular masivo.",,,Sí
444,2019-11-07T17:23:03+00:00,41.0,M,Miguel Hidalgo,SAN DIEGO OCOYOACAC,"Bicicleta, Transporte público",Sí,"Señalizar vías alternas durante la construcción, así como validar el tiempo de los semáforos en las zonas con menos afluencia de autos.",,,Sí
445,2019-11-08T15:04:33+00:00,34.0,M,Tláhuac,La Nopalera,Vehículo particular,Sí,"- Que el trabajo más intenso sea en un horario nocturno en las 
  horas valle.
- Que se refuercen las cuadrillas de trabajo para reducir tiempos.
- que se evalúen técnicas de construcción o pre fabricación de algunos elementos de infraestructura.",,,Sí
446,2019-11-13T17:14:35+00:00,29.0,M,Tlalpan,Nuevo renacimiento de Axalco,Transporte público,Sí,,,,Sí
447,2019-11-13T16:22:34+00:00,27.0,F,Tlalpan,Fuentes Brotantes,Transporte público,Sí,"Realizar las obras cuando no haya afectaciones secundarias (baches, calles cerradas, ferias, etc) ya que se incrementaría el tráfico que se ocasiona.

De igual manera, trabajar de noche o en horas no pico.",,,Sí
448,2019-11-12T05:25:52+00:00,38.0,F,Tlalpan,Santa Ursula Xitla,Transporte público,Sí,"Analizar donde se colocaran las estaciones, la vialidad por la reducción de carriles y el fin de la línea.",,,Sí
449,2019-11-10T19:01:23+00:00,23.0,M,Tlalpan,Fuentes Brotantes,Transporte público,Sí,Aplicar un modelo integrado con otros transportes de la ciudad,,,Sí
450,2019-11-10T00:46:46+00:00,22.0,M,Tlalpan,Villa Olímpica,Transporte público,Sí,"Pensar primero en peatones y ciclistas, luego en usuari@s de transporte público y al final en los automovilistas!!",,,Sí
451,2019-11-10T00:42:12+00:00,58.0,F,Tlalpan,Villa Coapa,Transporte público,Sí,No quitar árboles,,,Sí
452,2019-11-09T03:10:08+00:00,28.0,M,Tlalpan,Pedregal de San Nicolás 1ra Sección,"A pie, Transporte público, Taxi",Sí,Solo tratar de realizar las actividades de construcción en horarios que no intervengan con la movilidad de esa zona.,,,Sí
453,2019-11-08T16:42:16+00:00,29.0,F,"Tlalpan, Benito Juárez",Narvarte,Transporte público,Sí,"Considero que Av. Cuauhtémoc tiene una dimensión bastante apropiada para incorporar y redistribuir usos de forma equitativa entre todos los usuarios de la vía, el Metrobus sin duda será de gran utilidad para brindar conectividad en toda la longitud del corredor. 

Sugiero lo siguiente:
-Establecer una campaña clara de comunicación sobre la nueva estructura de la avenida, maniobras permitidas y prohibidas. 
-Vigilar permanentemente el cumplimiento del reglamento de tránsito: ¡No permitir el estacionamiento en las banquetas, ni en los carriles extremos! Actualmente los automovilistas invaden estas áreas para estacionamiento temporal y eso es lo que realmente entorpece la circulación. 
-Mejorar las banquetas y priorizar su uso como espacios públicos: actualmente son muy anchas, podrían tener mejor arbolado y mobiliario. 
-Generar una conexión clara y accesible entre estaciones de metro y metrobus en nodos como Glorieta de Etiopía.",,,Sí
454,2019-11-14T01:38:58+00:00,36.0,F,Venustiano Carranza,AQUILES SERDAN,Bicicleta,Sí,INCENTIVOS PARA QUIENES UTILICEN TRANSPORTE PUBLICO O MEDIOS NO CONTAMINANTES Y MAYORES CAMPAÑAS SOBRE LAS CONSECUENCIAS NEGATIVAS DEL USO DEL VEHÍCULO PARTICULAR,,,Sí
455,2019-11-13T18:09:46+00:00,35.0,Prefiero no decir,Venustiano Carranza,Janitzio,Transporte público,Parcialmente,,"Suficientes unidades en hora pico, si no no sería de mucha utilidad.",,Sí
456,2019-11-11T16:45:24+00:00,37.0,M,Venustiano Carranza,Nicolás Bravo,Transporte público,Sí,Realización de las obras en el menor tiempo posible.,,,Sí
457,2019-11-10T14:56:41+00:00,32.0,Prefiero no decir,Venustiano Carranza,Felipe Ángeles,Transporte público,Sí,,,,Sí
458,2019-11-09T22:22:01+00:00,30.0,F,Venustiano Carranza,J.B.,Transporte público,Sí,Trabajar de noche y fines de semana. Proporcionar transporte para que no haya tanto tráfico.,,,Sí
459,2019-11-08T22:38:50+00:00,32.0,M,Venustiano Carranza,Morelos,Transporte público,Sí,Ninguna la avenida es muy ancha y es para bien de todos,,,Sí
460,2019-11-08T17:13:29+00:00,23.0,F,Venustiano Carranza,MOCTEZUMA 2DA SECCION,Transporte público,Sí,,,,Sí
461,2019-11-08T02:36:58+00:00,24.0,M,Venustiano Carranza,Jardín balbuena,Transporte público,Sí,Poner ciclovía al mismo tiempo,,,Sí
462,2019-11-12T14:26:08+00:00,40.0,M,"Venustiano Carranza, Benito Juárez",SANTA CRUZ ATOYAC,Vehículo particular,Sí,Evitar tala de arboles,na,na,Sí
463,2019-11-13T17:49:39+00:00,30.0,M,Xochimilco,Carmen,Vehículo particular,No,,,Afecta la vialidad donde transito,No
464,2019-11-09T12:40:09+00:00,32.0,F,Xochimilco,SANTA CECILIA,Transporte público,No,,,"No es funcional la ampliación en esa zona. Además la zona de Etiopia esta saturada de transporte público. Hacen falta más ampliaciones en la alcaldia Cuajimalpa, Alvaro Obregon y Xochimilco.",No
465,2019-11-09T03:10:25+00:00,38.0,F,Xochimilco,Ampliación San Marcos,Transporte público,Sí,"Recomendaría notificar constantemente de las alternativas viales durante la obra a ciudadanos y vecinos, quitar los camiones obsoletos, que se usará grúa constantemente para que los autos estacionados en las banquetas o que acuden a negocios o a la delegación no se estacionen en doble fila. Colocar módulos ciudadanos en estación Etiopía  de Metrobús o Metro y en Delegación Benito Juárez y en Hospital Xoco para informar a los ciudadanos y tomar opiniones.",,,Sí
466,2019-11-08T22:39:21+00:00,19.0,M,Xochimilco,Ampliación Tepepan,Vehículo particular,Sí,"Prohibir los microbuses, peceros y camiones de transporte público que pasen por avenida. Que donde haya metrobus, solo quede este y los automóviles.",,,Sí
467,2019-11-14T04:55:45+00:00,46.0,M,Álvaro Obregón,Las águilas,"Bicicleta, Vehículo particular",Sí,,,,Sí
468,2019-11-14T01:41:35+00:00,30.0,F,Álvaro Obregón,General Anaya,Vehículo particular,No,,,"Se volverá más insegura la zona,",No
469,2019-11-13T18:42:23+00:00,44.0,M,Álvaro Obregón,Olivar del Conde,Vehículo particular,No,,,"Lejos de mejorar la condiciones viales, provoca más tráfico",No
470,2019-11-13T16:24:43+00:00,42.0,Prefiero no decir,Álvaro Obregón,Molino de Santo Domingo,"Bicicleta, Transporte público",Sí,"Que las obras se hagan en un horario nocturno ya que es una zona de mucha afluencia tanto vehicular como peatonal y por partes de tal manera que se avance de centro a sur o viceversa, no todas las estaciones a la vez.",,,Sí
471,2019-11-13T18:17:03+00:00,46.0,M,Álvaro Obregón,Lomas de Olateros,"A pie, Bicicleta, Transporte público, Vehículo particular",Sí,Más ciclovías en calles aledañas,,,Sí
472,2019-11-13T02:34:35+00:00,37.0,M,Álvaro Obregón,Carola,Vehículo particular,No,,,No soluciona el tema de tránsito y creo que lo que necesita la ciudad es un mejor sistema de metro.,No
473,2019-11-13T03:27:44+00:00,46.0,F,Álvaro Obregón,San Ángel,A pie,No,,,"Porque se descomponen seguido, y eso genera tráfico,",No
474,2019-11-12T20:20:58+00:00,40.0,M,Álvaro Obregón,ROMA NORTE,"A pie, Bicicleta, Transporte público, Taxi",Sí,,,,Sí
475,2019-11-12T03:08:31+00:00,30.0,M,Álvaro Obregón,Guadalupe Inn,Bicicleta,Sí,"No creo que existan afectaciones, pero sugiero construir ciclovía confinada y banquetas libres para peatones, es decir, calles para todos. Ya basta de beneficiar a la minoría que usa automóvil.",,,Sí
476,2019-11-11T20:09:57+00:00,28.0,M,Álvaro Obregón,UH UPEZ,Transporte público,No,,,"El gobierno de la ciudad debe dejar de apostar al metrobus, y en su lugar, continuar los planes maestros del Metro y trenes ligeros, que si bien son más caros de construir, dan soluciones a corto, mediano y largo plazo, en cambio, un metrobus no da soluciones a largo plazo y se convierte en un estorbo a la vialidad y un martirio al usuario como Línea 1. Además, si el Pueblo de Xoco se ha mostrado en contra por ser foco de ampliación de condominios, para qué seguir con esa insistencia?",No
